Date,Day,Hour,Minute,Mean Activity (g),Asleep (proportion),Wearing (proportion),Sedentary Activity (proportion),Light Activity (proportion),Moderate Activity (proportion),Vigorous Activity (proportion),Steps (average per min)
2018-03-15T10:00:00.000Z,3,82,4920,0.06613608306506649,0,1,0.7166666666666667,0.1,0.1833333333333333,0,20.666666666666668
2018-03-15T11:00:00.000Z,3,83,4980,0.1807970339121918,0,1,0.1833333333333333,0.13333333333333333,0.6833333333333333,0,70
2018-03-15T12:00:00.000Z,3,84,5040,0.11145598238023618,0,1,0.5666666666666667,0.05,0.38333333333333336,0,41.93333333333333
2018-03-15T13:00:00.000Z,3,85,5100,0.06632464947178959,0,1,0.7666666666666667,0.1,0.13333333333333333,0,24
2018-03-08T14:00:00.000Z,3,86,5160,0.03898373335444679,0,1,0.9166666666666666,0.08333333333333333,0,0,9.383333333333333
2018-03-08T15:00:00.000Z,3,87,5220,0.03439441670974096,0,1,0.8833333333333333,0.11666666666666668,0,0,7.316666666666666
2018-03-08T16:00:00.000Z,3,88,5280,0.11075655021704732,0,1,0.5,0.15,0.35,0,42.68333333333333
2018-03-08T17:00:00.000Z,3,89,5340,0.14484650008380412,0,1,0.16666666666666666,0.1833333333333333,0.65,0,55.61666666666667
2018-03-08T18:00:00.000Z,3,90,5400,0.12146678233208756,0,1,0.25,0.26666666666666666,0.4833333333333333,0,47.6
2018-03-08T19:00:00.000Z,3,91,5460,0.06699650042379895,0,1,0.65,0.11666666666666668,0.2333333333333333,0,22.916666666666668
2018-03-08T20:00:00.000Z,3,92,5520,0.06056173305648069,0,1,0.75,0.08333333333333333,0.16666666666666666,0,17.9
2018-03-08T21:00:00.000Z,3,93,5580,0.040501433548827966,0,1,0.85,0.06666666666666667,0.08333333333333333,0,11.466666666666669
2018-03-08T22:00:00.000Z,3,94,5640,0.01127201661001891,0.1774193548387097,1,0.9666666666666668,0.03333333333333333,0,0,2.35
2018-03-08T23:00:00.000Z,3,95,5700,0.003338983338714267,0.43548387096774194,1,1,0,0,0,0.3666666666666666
2018-03-09T00:00:00.000Z,4,96,5760,0.0036776666713800896,0.47540983606557374,1,1,0,0,0,0.15
2018-03-09T01:00:00.000Z,4,97,5820,0.005400500018246627,0.19672131147540983,1,1,0,0,0,0.95
2018-03-09T02:00:00.000Z,4,98,5880,0.0034766833356115966,0.6451612903225806,1,1,0,0,0,0.25
2018-03-09T03:00:00.000Z,4,99,5940,0.007567216642200947,0.03333333333333333,1,1,0,0,0,1.5333333333333334
2018-03-09T04:00:00.000Z,4,100,6000,0.003477933343189458,0.22950819672131148,1,1,0,0,0,0.35
2018-03-09T05:00:00.000Z,4,101,6060,0.003663400007644668,0.7868852459016393,1,1,0,0,0,0.016666666666666666
2018-03-09T06:00:00.000Z,4,102,6120,0.00958844990915774,0,1,1,0,0,0,2.3
2018-03-09T07:00:00.000Z,4,103,6180,0.011837350002800425,0.4098360655737705,1,0.9333333333333332,0.03333333333333333,0.03333333333333333,0,3.1
2018-03-09T08:00:00.000Z,4,104,6240,0.09573146689217538,0,1,0.43333333333333335,0.16666666666666666,0.4,0,37.75
2018-03-09T09:00:00.000Z,4,105,6300,0.04818194961796205,0,1,0.85,0.1,0.05,0,15.566666666666666
2018-03-09T10:00:00.000Z,4,106,6360,0.05424924983332555,0,1,0.8666666666666667,0.06666666666666667,0.06666666666666667,0,17.833333333333332
2018-03-09T11:00:00.000Z,4,107,6420,0.0859034992599239,0,1,0.6166666666666667,0.11666666666666668,0.26666666666666666,0,29.28333333333333
2018-03-09T12:00:00.000Z,4,108,6480,0.05665496678557247,0,1,0.75,0.1,0.15,0,18.23333333333333
2018-03-09T13:00:00.000Z,4,109,6540,0.09861676656485846,0,1,0.55,0.1,0.35,0,37.31666666666667
2018-03-09T14:00:00.000Z,4,110,6600,0.08178733348225554,0,1,0.75,0.08333333333333333,0.15,0.016666666666666666,25.53333333333333
2018-03-09T15:00:00.000Z,4,111,6660,0.13289875068391363,0,1,0.35,0.1833333333333333,0.4666666666666667,0,50.55
2018-03-09T16:00:00.000Z,4,112,6720,0.11337336652601758,0,1,0.25,0.38333333333333336,0.3666666666666666,0,41.66666666666666
2018-03-09T17:00:00.000Z,4,113,6780,0.1274016826491182,0,1,0.31666666666666665,0.25,0.43333333333333335,0,47.43333333333333
2018-03-09T18:00:00.000Z,4,114,6840,0.10114589996325472,0,1,0.5166666666666667,0.1,0.38333333333333336,0,37.48333333333333
2018-03-09T19:00:00.000Z,4,115,6900,0.05267963362857699,0,1,0.8166666666666667,0.05,0.13333333333333333,0,15.066666666666666
